#bpm=128
0L,1875,0,0
7H,1875,4,0
7I,2109,1,0
7J,2226,3,0
7K,2460,4,0
0H,2695,0,0
7L,2695,3,0
43,3164,1,0
7M,3515,2,0
1K,3750,1,0
7N,3750,3,0
7O,3984,0,0
4B,4101,1,0
6E,4335,2,0
1O,4570,1,0
7P,4570,3,0
7Q,4804,0,0
7R,5039,4,0
4R,5156,3,0
7S,5390,2,0
1P,5625,0,0
7H,5625,4,0
7T,5859,1,0
5C,5976,3,0
7K,6210,4,0
1S,6445,0,0
7L,6445,3,0
7U,6914,4,0
7S,7265,2,0
0I,7500,0,0
7V,7500,3,0
7W,7734,1,0
7X,7851,2,0
6F,8085,3,0
1U,8320,1,0
7L,8320,4,0
7Y,8554,0,0
7Z,8671,1,0
80,8789,3,0
81,9140,4,0
0L,9375,1,0
7H,9375,3,0
7T,9609,0,0
5C,9726,2,0
7K,9960,4,0
05,10195,2,0
7L,10195,3,0
43,10664,1,0
7M,11015,2,0
1K,11250,1,0
7V,11250,3,0
7O,11484,0,0
4B,11601,1,0
6E,11835,2,0
1O,12070,3,0
7P,12070,4,0
7Q,12304,1,0
7R,12539,4,0
4R,12656,3,0
7S,12890,2,0
1P,13125,0,0
7H,13125,4,0
7T,13359,1,0
5C,13476,3,0
7K,13710,4,0
1S,13945,1,0
7L,13945,2,0
7U,14414,3,0
82,14765,4,0
0F,15000,0,0
7V,15000,3,0
7W,15234,1,0
7X,15351,2,0
6F,15585,3,0
1U,15820,2,0
7L,15820,4,0
7Y,16054,0,0
7Z,16171,1,0
80,16289,2,0
83,16640,4,0
67,16875,0,0
7H,16875,3,0
84,17109,2,0
85,17226,3,0
67,17343,0,0
86,17460,4,0
87,17695,3,0
67,17812,0,0
43,18164,2,0
67,18281,0,0
6I,18515,3,0
67,18750,0,0
7N,18750,4,0
7O,18984,1,0
4B,19101,2,0
67,19218,0,0
6E,19335,3,0
7P,19570,4,0
67,19687,0,0
7Q,19804,1,0
7R,20039,4,0
67,20156,0,0
5V,20156,3,0
7M,20390,2,0
67,20625,0,0
7H,20625,4,0
7T,20859,1,0
85,20976,2,0
67,21093,0,0
7K,21210,4,0
7L,21445,3,0
67,21562,0,0
7U,21914,4,0
67,22031,0,0
7S,22265,3,0
67,22500,0,0
88,22500,4,0
7W,22734,1,0
7X,22851,2,0
67,22968,0,0
89,23085,3,0
7L,23320,4,0
67,23437,0,0
7Y,23554,1,0
7Z,23671,2,0
80,23789,3,0
67,23906,0,0
81,24140,4,0
67,24375,0,0
7H,24375,3,0
84,24609,1,0
85,24726,2,0
67,24843,0,0
86,24960,4,0
87,25195,3,0
67,25312,0,0
43,25664,2,0
67,25781,0,0
6I,26015,3,0
67,26250,0,0
7N,26250,4,0
7O,26484,1,0
4B,26601,2,0
67,26718,0,0
6E,26835,3,0
7P,27070,4,0
67,27187,0,0
7Q,27304,1,0
7R,27539,4,0
67,27656,0,0
5V,27656,3,0
7M,27890,2,0
67,28125,0,0
7H,28125,4,0
7T,28359,1,0
85,28476,2,0
67,28593,0,0
7K,28710,4,0
7L,28945,4,0
67,29062,0,0
7U,29414,3,0
67,29531,0,0
82,29765,4,0
8A,30000,0,0
6A,30000,3,0
8A,30234,0,0
6A,30234,3,0
8A,30585,0,0
6A,30585,3,0
8B,30820,1,0
8C,30820,4,0
8B,31054,1,0
8C,31054,4,0
8B,31289,1,0
8C,31289,4,0
8B,31406,1,0
83,31406,4,0
6H,31640,2,0
81,31640,4,0
67,31875,0,0
7H,31875,3,0
7I,32109,1,0
7J,32226,2,0
67,32343,0,0
7K,32460,4,0
7L,32695,3,0
67,32812,0,0
43,33164,1,0
67,33281,0,0
7M,33515,2,0
67,33750,0,0
7N,33750,3,0
7O,33984,1,0
4B,34101,2,0
67,34218,0,0
6E,34335,3,0
7P,34570,4,0
67,34687,0,0
7Q,34804,2,0
8D,35039,4,0
67,35156,0,0
4R,35156,3,0
7S,35390,2,0
67,35625,0,0
7H,35625,4,0
7T,35859,2,0
5C,35976,3,0
67,36093,0,0
7K,36210,4,0
7L,36445,3,0
67,36562,0,0
7U,36914,4,0
67,37031,0,0
7S,37265,2,0
67,37500,0,0
7V,37500,3,0
7W,37734,2,0
7X,37851,3,0
67,37968,0,0
6F,38085,4,0
7L,38320,3,0
67,38437,0,0
7Y,38554,1,0
7Z,38671,2,0
80,38789,3,0
67,38906,0,0
81,39140,4,0
67,39375,0,0
7H,39375,3,0
7T,39609,1,0
5C,39726,2,0
67,39843,0,0
7K,39960,4,0
7L,40195,3,0
67,40312,0,0
43,40664,1,0
67,40781,0,0
7M,41015,2,0
67,41250,0,0
7V,41250,4,0
7O,41484,1,0
4B,41601,2,0
67,41718,0,0
6E,41835,3,0
7P,42070,4,0
67,42187,0,0
7Q,42304,1,0
8D,42539,4,0
67,42656,0,0
4R,42656,3,0
7S,42890,2,0
67,43125,0,0
7H,43125,4,0
7T,43359,1,0
5C,43476,3,0
67,43593,0,0
7K,43710,4,0
7L,43945,3,0
67,44062,0,0
7U,44414,2,0
67,44531,0,0
82,44765,4,0
67,45000,0,0
7V,45000,3,0
7W,45234,1,0
7X,45351,2,0
67,45468,0,0
6F,45585,3,0
7L,45820,4,0
67,45937,0,0
7Y,46054,1,0
7Z,46171,3,0
80,46289,4,0
67,46406,0,0
83,46640,2,0
67,46875,0,0
0R,47109,4,0
0U,47226,1,0
67,47343,0,0
0Y,47343,2,0
11,47578,4,0
67,47812,0,0
17,47929,3,0
18,48046,1,0
1A,48164,3,0
67,48281,0,0
1E,48281,2,0
1H,48515,4,0
67,48750,0,0
0R,48984,4,0
0U,49101,3,0
67,49218,0,0
0Y,49218,1,0
11,49453,2,0
67,49687,0,0
17,49804,3,0
18,49921,1,0
1A,50039,4,0
67,50156,0,0
1E,50156,3,0
1H,50390,2,0
67,50625,0,0
0R,50859,4,0
0U,50976,3,0
67,51093,0,0
0Y,51093,1,0
11,51328,4,0
67,51562,0,0
17,51679,1,0
18,51796,3,0
1A,51914,4,0
67,52031,0,0
1E,52031,3,0
1H,52265,2,0
67,52500,0,0
0R,52734,4,0
0U,52851,2,0
67,52968,0,0
0Y,52968,3,0
11,53203,4,0
67,53437,0,0
17,53554,3,0
18,53671,1,0
1A,53789,3,0
67,53906,0,0
1E,53906,2,0
1H,54140,4,0
67,54375,0,0
0Q,54492,1,0
0R,54609,4,0
0U,54726,2,0
67,54843,0,0
0Y,54843,3,0
11,55078,2,0
67,55312,0,0
17,55429,3,0
18,55546,2,0
1A,55664,4,0
67,55781,0,0
1E,55781,3,0
1H,56015,2,0
67,56250,0,0
0R,56484,4,0
0U,56601,2,0
67,56718,0,0
0Y,56718,3,0
11,56953,4,0
67,57187,0,0
17,57304,3,0
18,57421,1,0
1A,57539,3,0
67,57656,0,0
1E,57656,4,0
1H,57890,2,0
67,58125,0,0
0R,58359,3,0
0U,58476,4,0
67,58593,0,0
0Y,58593,2,0
11,58828,3,0
67,59062,0,0
17,59179,2,0
18,59296,3,0
1A,59414,4,0
67,59531,0,0
1E,59531,2,0
1H,59765,3,0
67,60000,0,0
0R,60234,3,0
0U,60351,4,0
67,60468,0,0
0Y,60468,2,0
11,60703,4,0
67,60937,0,0
17,61054,3,0
18,61171,1,0
1A,61289,3,0
67,61406,0,0
1E,61406,2,0
1H,61640,4,0
67,61875,0,0
0S,62109,3,0
67,62343,0,0
0Y,62343,2,0
0S,62460,3,0
67,62812,0,0
0S,62812,3,0
0S,63164,3,0
67,63281,0,0
1E,63281,2,0
1I,63515,3,0
67,63750,0,0
0S,63984,4,0
67,64218,0,0
0Y,64218,1,0
0S,64335,4,0
67,64687,0,0
0S,64687,4,0
0S,65039,4,0
67,65156,0,0
1E,65156,1,0
1I,65390,4,0
67,65625,0,0
0S,65859,2,0
67,66093,0,0
0Y,66093,3,0
0S,66210,2,0
67,66562,0,0
0S,66562,2,0
0S,66914,2,0
67,67031,0,0
1E,67031,3,0
1I,67265,2,0
8E,67382,3,0
67,67500,0,0
0S,67734,3,0
67,67968,0,0
0Y,67968,2,0
0S,68085,3,0
67,68437,0,0
0S,68437,3,0
0S,68789,3,0
67,68906,0,0
1E,68906,2,0
1I,69140,3,0
67,69375,0,0
0S,69609,3,0
67,69843,0,0
0Y,69843,4,0
0S,69960,3,0
67,70312,0,0
0S,70312,3,0
0S,70664,3,0
67,70781,0,0
1E,70781,4,0
1I,71015,3,0
67,71250,0,0
0S,71484,4,0
67,71718,0,0
0Y,71718,1,0
0S,71835,4,0
67,72187,0,0
0S,72187,4,0
0S,72539,4,0
67,72656,0,0
1E,72656,1,0
1I,72890,4,0
67,73125,0,0
0S,73359,3,0
67,73593,0,0
0Y,73593,2,0
0S,73710,3,0
67,74062,0,0
0S,74062,3,0
0S,74414,3,0
67,74531,0,0
1E,74531,2,0
1I,74765,1,0
5F,74882,3,0
8F,75000,2,0
8G,75117,0,0
8F,75234,2,0
8H,75351,0,0
8I,75468,3,0
8G,75585,1,0
8I,75703,3,0
8J,75820,1,0
8H,75937,4,0
8F,76054,2,0
8H,76171,4,0
8K,76289,2,0
8L,76406,3,0
8K,76523,1,0
8L,76640,2,0
8M,76757,3,0
72,76875,4,0
7K,77109,4,0
8N,77343,1,0
6B,77460,4,0
8N,77695,1,0
6B,77812,4,0
8N,78046,1,0
6B,78164,4,0
8N,78398,1,0
6B,78515,4,0
7A,78632,2,0
8O,78867,2,0
28,78984,4,0
8O,79218,2,0
26,79335,4,0
8O,79570,2,0
26,79687,4,0
8O,79921,2,0
26,80039,4,0
8O,80273,2,0
6F,80390,4,0
73,80625,1,0
7S,80859,3,0
8P,81093,1,0
6S,81210,3,0
8P,81445,1,0
6S,81562,3,0
8P,81679,1,0
6S,81914,3,0
8P,82031,1,0
6S,82265,3,0
8Q,82382,0,0
8R,82617,0,0
6A,82734,2,0
8R,82968,0,0
6A,83085,2,0
8R,83320,0,0
7J,83437,2,0
74,83906,0,0
4R,83906,2,0
6B,84375,4,0
7K,84609,4,0
8N,84726,2,0
6B,84960,4,0
8N,85195,2,0
6B,85312,4,0
8N,85546,2,0
6B,85664,4,0
8N,85898,2,0
6B,86015,4,0
7A,86132,1,0
8O,86367,1,0
28,86484,3,0
8O,86718,1,0
26,86835,3,0
8O,87070,1,0
26,87187,3,0
8O,87421,1,0
26,87539,3,0
8O,87773,1,0
6F,87890,3,0
6S,88125,2,0
7S,88359,2,0
8P,88593,0,0
6S,88710,2,0
8P,88945,0,0
6S,89062,2,0
8P,89179,0,0
6S,89414,2,0
8P,89531,0,0
6S,89765,2,0
8Q,89882,1,0
8R,90117,1,0
6A,90234,3,0
8R,90468,1,0
6A,90585,3,0
8R,90820,1,0
7J,90937,3,0
67,91406,0,0
4R,91406,4,0
67,91875,0,0
6B,91875,4,0
7K,92109,4,0
67,92343,0,0
8N,92343,3,0
6B,92460,4,0
8N,92695,3,0
67,92812,0,0
6B,92812,4,0
8N,93046,3,0
6B,93164,4,0
67,93281,0,0
8N,93398,3,0
6B,93515,4,0
7A,93632,3,0
67,93750,0,0
8O,93867,1,0
28,93984,4,0
67,94218,0,0
8O,94218,1,0
26,94335,4,0
8O,94570,1,0
67,94687,0,0
26,94687,4,0
8O,94921,1,0
26,95039,4,0
67,95156,0,0
8O,95273,1,0
6F,95390,4,0
67,95625,0,0
6S,95625,3,0
7S,95859,3,0
