#bpm=149
46,2013,2,0
46,2315,2,0
46,2617,2,0
3V,2818,0,0
13,3020,4,0
13,3120,4,0
3V,3221,0,0
13,3422,4,0
13,3523,4,0
3V,3624,0,0
13,3825,4,0
13,3926,4,0
3V,4026,0,0
13,4228,4,0
13,4328,4,0
3V,4429,0,0
13,4630,2,0
13,4731,2,0
3V,4832,0,0
13,5033,2,0
13,5134,2,0
3V,5234,0,0
13,5436,2,0
13,5536,2,0
3V,5637,0,0
13,5838,2,0
13,5939,2,0
3V,6040,4,0
13,6241,0,0
13,6342,0,0
3V,6442,4,0
13,6644,0,0
13,6744,0,0
3V,6845,4,0
13,7046,0,0
13,7147,0,0
3V,7248,4,0
13,7449,0,0
13,7550,0,0
3V,7650,4,0
13,7852,1,0
13,7952,1,0
3V,8053,4,0
13,8254,1,0
13,8355,1,0
3V,8456,4,0
13,8657,1,0
13,8758,1,0
3V,8859,4,0
13,9060,1,0
13,9161,1,0
3V,9261,0,0
04,9463,1,0
13,9463,4,0
13,9563,4,0
3V,9664,0,0
04,9865,1,0
13,9865,4,0
13,9966,4,0
3V,10067,0,0
04,10268,1,0
13,10268,4,0
13,10369,4,0
3V,10469,0,0
04,10671,1,0
13,10671,4,0
13,10771,4,0
3V,10872,0,0
04,11073,1,0
13,11073,3,0
13,11174,3,0
3V,11275,0,0
04,11476,1,0
13,11476,3,0
13,11577,3,0
3V,11677,0,0
04,11879,1,0
13,11879,3,0
13,11979,3,0
3V,12080,0,0
04,12281,1,0
13,12281,3,0
04,12382,1,0
13,12382,3,0
3V,12483,4,0
13,12684,0,0
04,12684,3,0
13,12785,0,0
3V,12885,4,0
13,13087,0,0
04,13087,3,0
13,13187,0,0
3V,13288,4,0
13,13489,0,0
04,13489,3,0
13,13590,0,0
3V,13691,4,0
13,13892,0,0
04,13892,3,0
13,13993,0,0
3V,14093,4,0
13,14295,1,0
04,14295,3,0
13,14395,1,0
3V,14496,4,0
13,14697,1,0
04,14697,3,0
13,14798,1,0
3V,14899,4,0
13,15100,1,0
04,15100,3,0
13,15201,1,0
3V,15301,4,0
13,15503,1,0
04,15503,3,0
13,15603,1,0
04,15603,3,0
3V,15704,0,0
13,15905,1,0
09,15905,3,0
04,15905,4,0
13,16006,2,0
3V,16107,0,0
13,16308,1,0
09,16308,3,0
04,16308,4,0
13,16409,2,0
3V,16510,0,0
13,16711,1,0
09,16711,3,0
04,16711,4,0
13,16812,2,0
3V,16912,0,0
13,17114,1,0
09,17114,3,0
04,17114,4,0
13,17214,2,0
3V,17315,0,0
04,17516,1,0
13,17516,3,0
09,17516,4,0
13,17617,2,0
3V,17718,0,0
04,17919,1,0
13,17919,3,0
09,17919,4,0
13,18020,2,0
3V,18120,0,0
04,18322,1,0
13,18322,3,0
09,18322,4,0
13,18422,2,0
3V,18523,0,0
06,18523,4,0
06,18624,1,0
04,18724,2,0
13,18724,3,0
04,18825,2,0
13,18825,3,0
3V,18926,4,0
13,19127,1,0
09,19127,2,0
04,19127,3,0
13,19228,0,0
3V,19328,4,0
13,19530,1,0
09,19530,2,0
04,19530,3,0
13,19630,0,0
3V,19731,4,0
13,19932,1,0
09,19932,2,0
04,19932,3,0
13,20033,0,0
3V,20134,4,0
13,20335,0,0
09,20335,2,0
04,20335,3,0
13,20436,1,0
3V,20536,0,0
3V,20738,0,0
09,20738,2,0
13,20738,4,0
3V,20838,1,0
13,20838,3,0
3V,21040,0,0
09,21140,2,0
13,21140,4,0
13,21241,3,0
3V,21342,0,0
09,21543,2,0
13,21543,4,0
3V,21644,0,0
13,21644,3,0
3V,21946,0,0
04,21946,2,0
13,21946,4,0
04,22046,1,0
13,22046,4,0
3V,22147,0,0
6J,22147,3,0
6K,22248,2,0
6L,22348,1,0
6J,22449,3,0
3V,22550,0,0
6K,22550,2,0
6L,22650,1,0
6J,22751,3,0
6K,22852,2,0
3V,22952,0,0
6L,22952,1,0
6J,23053,3,0
6K,23154,2,0
6L,23254,1,0
3V,23355,0,0
6M,23355,3,0
6N,23456,4,0
6O,23556,3,0
6P,23657,1,0
3V,23758,0,0
6J,23758,3,0
6K,23859,2,0
6L,23959,1,0
6J,24060,3,0
3V,24161,0,0
6K,24161,2,0
6L,24261,1,0
6J,24362,3,0
6K,24463,2,0
3V,24563,0,0
6L,24563,1,0
6J,24664,3,0
6K,24765,2,0
6L,24865,1,0
3V,24966,0,0
6M,24966,3,0
6N,25067,4,0
6O,25167,3,0
6P,25268,2,0
3V,25369,0,0
6Q,25369,4,0
6R,25469,3,0
6S,25570,2,0
6Q,25671,4,0
3V,25771,0,0
6R,25771,3,0
6S,25872,2,0
6Q,25973,4,0
6R,26073,3,0
3V,26174,0,0
6S,26174,2,0
6Q,26275,4,0
6R,26375,3,0
6S,26476,2,0
3V,26577,0,0
6T,26577,3,0
6U,26677,4,0
6V,26778,2,0
6W,26879,1,0
3V,26979,0,0
6Q,26979,4,0
6R,27080,3,0
6S,27181,2,0
